RUS,ENG
"Многие больные убеждены, что состояние организма почти полностью определяется наследственностью и может прийти в норму только благодаря приему хорошо разрекламированных медицинских препаратов.",Many patients are convinced that the state of the body is almost entirely determined by heredity and can return to normal only through the use of well-advertised medications.
Это заблуждения.,These are misconceptions.
"Наследственность не является фактором, обрекающим вас на непобедимые страдания, а лекарства, признанные и активно пропагандируемые официальной медициной, ни от чего не защитят.","Heredity is not a factor that dooms you to insurmountable suffering, and the medications recognized and actively promoted by official medicine will protect you from nothing."
"Все мы знаем, что уже давно бытует миф, согласно которому тот или иной недуг развивается только по причине соответствующей генетической предрасположенности.",We all know that there has long been a myth that a particular ailment develops solely due to a corresponding genetic predisposition.
"В результате исследований, проведенных в рамках международного проекта «Геном человека» (Human Genome Project),миф этот был развенчан.","As a result of research conducted as part of the international Human Genome Project, this myth was debunked."
"По заключению ученых, решающими факторами возникновения заболеваний являются не наследственность, а образ жизни человека и состояние окружающей среды.","According to scientists, the determining factors in the development of diseases are not heredity, but a person's lifestyle and the state of the environment."
"На ошибочность предположения о роковой значимости генов указывает помимо всего прочего тот факт, что ни в одном случае однояйцевые близнецы не страдали на протяжении жизни абсолютно одинаковыми расстройствами и заболеваниями.","The erroneous assumption about the fatal significance of genes is indicated, among other things, by the fact that in no case have identical twins suffered throughout their lives from absolutely identical disorders and diseases."
"Если вы питаетесь совершенно бессистемно, то состояние организма постепенно ухудшается, а затем активируются гены, провоцирующие, например, сердечные приступы, рак или диабет.","If you eat in a completely haphazard way, your body's condition gradually deteriorates, and then genes are activated that provoke, for example, heart attacks, cancer, or diabetes."
"Даже если вы обладаете геном, предрасполагающим к развитию онкологического заболевания, его действие начнется только после того, как вы своим нездоровым образом жизни существенно ослабите организм.","Even if you have a genome that predisposes you to the development of cancer, its effect will only begin after you have significantly weakened your body with an unhealthy lifestyle."
"Также важно понимать, что влияние наследственности можно свести к минимуму, если изучить информацию о натуральных средствах исцеления от окислительного стресса.",It is also important to understand that the influence of heredity can be minimized by studying information about natural remedies for healing from oxidative stress.
"Тысячи моих клиентов и читателей рассказывали, что благодаря естественным методам лечения СДВГ им удалось нормализовать работу мозга гораздо быстрее и проще, чемс помощью популярных медицинских препаратов.",Thousands of my clients and readers have reported that natural methods for treating ADHD enabled them to normalize brain function much faster and more easily than with popular medical drugs.
"В большинстве случаев для полного исцеления достаточно было следующих мер:
   • регулярное выполнение физических упражнений;
   • употребление на завтрак пищи с низким содержанием углеводов и высоким содержанием питательных веществ;
   • употребление нескольких натуральных добавок.","In most cases, the following measures were enough for complete recovery: regular physical exercise; eating a low-carb, nutrient-dense breakfast; taking a few natural supplements."
Завтрак – главный прием пищи.,Breakfast is the most important meal.
"В течение первых двух часов с начала рассвета мозг вырабатывает больше, чем в любое другое время суток, химических соединений, которые способствуют поддержанию хорошего настроения и нормального самочувствия.","During the first two hours after dawn, the brain produces more chemical compounds that contribute to maintaining a good mood and normal well-being than at any other time of day."
"Если вы едите на завтрак овсяные хлопья с пастеризованным молоком и дополняете это жареным хлебом с джемом или же предпочитаете, допустим, тарелку овсяной каши и чашку кофе, то большой пользы от такой еды, к сожалению, не будет.","If you have oatmeal with pasteurized milk for breakfast and complement it with toast and jam or prefer, say, a bowl of oatmeal and a cup of coffee, then unfortunately, there won't be much benefit from such food."
"Попробуйте перейти на очищающие напитки, витаминные коктейли и натуральные добавки.","Try switching to cleansing drinks, vitamin cocktails, and natural supplements."
"Подробнее об этом – на страницеmarsvenus.com/wellness-solution.Индивидуальная программа исцеления
   Об эффективности натуральных средств лечения СДВГ знают немногие.",Learn more about it at marsvenus.com/wellness-solution. Individual healing program Few people know about the effectiveness of natural remedies for ADHD treatment.
"Как ни странно, даже среди врачей мало кто владеет этой информацией.","Strangely enough, even among doctors, few people have this information."
"Общепринятые методы борьбы с опасным синдромом представляют собой прием медицинских препаратов химического происхождения, обладающих серьезными и тяжелыми побочными эффектами, а также различные способы более или менее комфортного привыкания к симптомам этого недуга.","Common methods for combating the dangerous syndrome involve the use of chemically derived medications with serious and severe side effects, as well as various ways of more or less comfortably adapting to the symptoms of this ailment."
Именно привыкания.,"Specifically, habituation."
Об избавлении от причин СДВГ нет даже речи.,There is no question of eliminating the causes of ADHD.
"Действительно ли при лечении СДВГ нужно полностью, раз и навсегда отказаться от лекарств химического происхождения?",Is it really necessary to completely and permanently give up chemically-derived medications when treating ADHD?
"Я предоставлю вам все возможные варианты ответа на этот вопрос, а вариантов много.","I will provide you with all possible options for answering this question, and there are many options."
"Узнав о них, вы сможете довольно скоро начать жить так, как давно мечтаете.","Once you learn about them, you will soon be able to start living the way you have long dreamed of."
"Вы избавитесь от необходимости подстраивать свою жизнь под симптомы болезни, раскроете свой внутренний потенциал и научитесь развивать его такими темпами, которые необходимы для процветания.","You will eliminate the need to adjust your life to the symptoms of the disease, unlock your inner potential, and learn to develop it at the pace necessary for thriving."
"Если ваши дети больны и вы принялись за чтение этой книги с целью как можно скорее помочь им, то я рекомендую вам все же начать с себя.","If your children are sick and you have started reading this book in order to help them as soon as possible, then I recommend you start with yourself."
"Очень важно достичь прогресса в первую очередь в своей собственной жизни, ведь именно так можно стать живым примером для младшего поколения.","It is very important to achieve progress primarily in one's own life, as this is how one can become a living example for the younger generation."
"Станьте образцом тех перемен, которые хотели бы увидеть в своих родных и близких.",Be the change you want to see in your family and loved ones.
"Это путь настоящего, мудрого лидера.","This is the path of a true, wise leader."
"Заметив первые признаки улучшения своих способностей фокусировать внимание и справляться со стрессом, вы почувствуете уверенность в себе, которая позволит вам правильно обучать членов своей семьи естественным способам исцеления.","Noticing the first signs of improvement in your ability to focus attention and handle stress, you will feel a confidence that will allow you to properly teach your family members natural healing methods."
Я предлагаю вашему вниманию цикл из трех книг.,I present to your attention a series of three books.
"В первой вы найдете важные факты и ценные идеи, благодаря которым можно наладить нормальное функционирование мозга.","In the first one, you will find important facts and valuable ideas that can help establish normal brain functioning."
"Во второй книге подробно расскажу о трех шагах, выполняя которые вы разовьете умение справляться со стрессом, сохранять хорошее эмоциональное состояние и держать организм в тонусе.","In the second book, I will elaborate on three steps that, when followed, will help you develop the ability to manage stress, maintain a good emotional state, and keep your body toned."
"В третьей книге вам будет предложен углубленный взгляд на то, каким должно быть питание человека, стремящегося раскрыть свой врожденный потенциал в полной мере.","In the third book, you will be offered an in-depth look at what the diet of a person seeking to fully unlock their innate potential should be."
"Мы изучим множество способов пополнения запаса энергии, необходимого для максимально эффективной работы мозга.",We will explore many ways to replenish the energy needed for the brain to function at its best.
"Сначала вы примените на практике различные идеи и принципы, а затем ощутите, какие из них наиболее эффективны.","First, you will apply various ideas and principles in practice, and then you will feel which ones are the most effective."
"Затем, обладая свежим личным опытом, вы сможете доступно объяснить своим детям, что и как они могут сделать для решения своих проблем.","Then, with fresh personal experience, you will be able to explain to your children in an accessible way what and how they can do to solve their problems."
"Предлагаемая мной концепция исцеления и процветания на протяжении 12 лет помогала сотням людей, обращавшихся ко мне за помощью.",The concept of healing and prosperity that I propose has been helping hundreds of people who have sought my assistance for 12 years.
"Теперь я с радостью делюсь с вами этим богатым, многогранным опытом.","Now I am gladly sharing this rich, multifaceted experience with you."
"Надеюсь, читать эту книгу вам понравится так же, как мне нравилось ее создавать.",I hope you enjoy reading this book as much as I enjoyed creating it.
"Джон Грей
   Июль 2014 года
   Глава 1.","John Gray
   July 2014
   Chapter 1."
"Важность внимания
   Миллионы современных детей и взрослых испытывают целый ряд трудностей из-за нарушенной способности фокусировать внимание.",The importance of attention Millions of modern children and adults experience a range of difficulties due to impaired ability to focus attention.
В среде школьников – настоящая эпидемия низкой успеваемости.,"Among schoolchildren, there is a real epidemic of low academic performance."
Они не справляются с заданиями на уроках и оказываются столь же беспомощными при выполнении повседневных дел дома.,They struggle with tasks in class and are equally helpless when performing everyday chores at home.
Да и в целом неумение концентрировать свое внимание отрицательно влияет абсолютно на все стороны их жизни.,"In general, the inability to concentrate their attention negatively affects absolutely all aspects of their lives."
У взрослых проблем не меньше.,Adults have no fewer problems.
"Безуспешные попытки наладить хорошие отношения с людьми, разочарование, непонимание, отчаяние, неспособность полноценно выражать эмоции – все эти барьеры являются следствием неумолимо ухудшающегося навыка сосредоточиваться.","Unsuccessful attempts to establish good relationships with people, disappointment, misunderstanding, despair, inability to fully express emotions – all these barriers are a consequence of the relentlessly deteriorating skill of concentrating."
"В результате стремительно растет количество супружеских пар, принимающих решение о разводе.","As a result, the number of married couples deciding to divorce is rapidly increasing."
"На работе люди часто считают свой труд никому не нужным, бессмысленным, чувствуют скуку, угнетенность, перегруженность, нежелание концентрироваться на своих обязанностях.","At work, people often feel their efforts are unnecessary, meaningless, and experience boredom, oppression, overload, and an unwillingness to focus on their duties."
"Научно-технический прогресс сияет всеми своими гранями, чего не скажешь о моральном состоянии общества.","Scientific and technological progress shines in all its facets, which cannot be said about the moral state of society."
"Мы сбились с пути, мы не понимаем, что с нами происходит, мы размениваемся на мелочи, теряя из виду ориентиры для процветания.","We have lost our way, we do not understand what is happening to us, we are getting distracted by trivialities, losing sight of the benchmarks for prosperity."
Мы утратили нашу общечеловеческую способность фокусировать внимание на главном.,We have lost our universal human ability to focus on the essential.
У многих из нас навык сосредоточиваться на важных аспектах бытия уже почти пропал.,Many of us have almost lost the ability to focus on the important aspects of existence.
"Это привело к превращению повседневной жизни в подобие вакуума, который автоматически заполняют собой иррациональные эмоции, деструктивные желания, неконтролируемые действия, тревоги и страхи.","This led to the transformation of everyday life into a semblance of a vacuum, automatically filled with irrational emotions, destructive desires, uncontrollable actions, anxieties, and fears."
"Приостановить эти процессы трудно, потому что они берут начало на самых глубоких уровнях подсознания.",It is difficult to suspend these processes because they originate at the deepest levels of the subconscious.
"Из-за рассеянности ума человек приобретает вредные привычки и становится максимально уязвимым в бешеном ритме нашего мира, так же, как плохо оснащенный корабль сбивается с курса в океане во время шторма.","Due to a scattered mind, a person acquires bad habits and becomes extremely vulnerable in the frantic pace of our world, just as a poorly equipped ship goes off course in the ocean during a storm."
"Без такого важного аспекта, как фокусирование внимания, жизнь теряет и форму, и смысл.","Without such an important aspect as attention focusing, life loses both form and meaning."
"Выполнение любой работы сопровождается почти непреодолимыми трудностями, а будние дни превращаются в хаотичное блуждание от одной неудачи к другой.","The execution of any work is accompanied by almost insurmountable difficulties, and weekdays turn into chaotic wandering from one failure to another."
"В этой книге вы найдете доступное описание шагов, совершая которые можно возобновить связь со своим истинным «Я» и ощутить всю мощь заложенных в вас природных способностей, предназначенных для процветания.","In this book, you will find an accessible description of the steps you can take to reconnect with your true ""Self"" and experience the full power of your innate abilities designed for thriving."
"Я не предлагаю панацею, но даю целую палитру способов исцеления, которая каждому из вас позволит найти свой собственный, уникальный путь к отличному здоровью и подлинному благополучию.","I am not offering a panacea, but providing a whole palette of healing methods that will allow each of you to find your own unique path to excellent health and genuine well-being."
Вам не придется с головой погружаться в изучение необычных философских канонов.,You won't have to dive headlong into studying unusual philosophical canons.
"Вместо необходимости отрываться от земли, улетая в неизвестные духовные сферы и подчиняясь странным мистическим теориям, вам предстоит обрести новое, прагматичное понимание того, как устроено ваше тело, как функционирует ваш мозг и как осуществляется ваше восприятие реальности.","Instead of having to detach from the ground by flying into unknown spiritual realms and submitting to strange mystical theories, you will gain a new, pragmatic understanding of how your body is structured, how your brain functions, and how your perception of reality is realized."
"Новый взгляд на самого себя позволит вам наконец извлечь максимум пользы из тех современных методов самопознания, которые вам наиболее близки.",A new perspective on yourself will finally allow you to make the most of those modern methods of self-discovery that are most relevant to you.
"Это могут быть религия, образование, курсы личностного роста, консультирование у различных специалистов, медитации, биологическая обратная связь[3],техника эмоционального освобождения (EFT),нейролингвистическое программирование, или НЛП, и др.","These can include religion, education, personal growth courses, counseling with various specialists, meditations, biofeedback, Emotional Freedom Techniques (EFT), neuro-linguistic programming, or NLP, and others."
"Пересмотрев свои убеждения о том, что такое мышление, внимание, запоминание, вы значительно повысите свою работоспособность.","By reassessing your beliefs about what thinking, attention, and memory are, you will significantly increase your productivity."
"А кроме того, вы одержите верх над болезнями, с которыми, возможно, живете уже очень давно, и избавитесь от необходимости принимать препараты химического происхождения.","Moreover, you will overcome diseases that you may have been living with for a very long time, and eliminate the need to take chemically derived medications."
Сосредоточенность нужна всякому человеку.,Focus is necessary for everyone.
"В современном мире у каждого из нас большое количество разных задач, и они не терпят отлагательств.","In the modern world, each of us has a large number of different tasks, and they tolerate no delay."
"Без сосредоточенности не состоится ни одна встреча, ни одна конференция.","Without focus, no meeting or conference will take place."
Да и простое межличностное общение без внимательности и чуткости обернется непониманием или даже раздором.,"Yes, even simple interpersonal communication without attentiveness and sensitivity will turn into misunderstanding or even discord."
Умение концентрироваться необходимо также при чтении книг.,The ability to concentrate is also necessary when reading books.
"Ну и, пожалуй, самое главное: без способности фокусировать внимание на выбранном действии или цели становится невозможным планомерно соблюдать свои принципы и мудро расставлять приоритеты.","Well, perhaps most importantly, without the ability to focus attention on a chosen action or goal, it becomes impossible to consistently adhere to one's principles and wisely set priorities."
"Чтобы достичь впечатляющих успехов в финансовой сфере, можно получить степеньMBA[4].А вот для того чтобы жизнь в целом стала лучше и полнее, понадобится степень, которую я бы назвал «магистр внимательного отношения к окружающему миру».","To achieve impressive success in the financial sector, one can obtain an MBA degree. However, to make life better and fuller overall, a degree I would call a ""Master of Mindful Awareness of the World"" is needed."
"Не обладая такими качествами, как чуткость, гибкость и надежность, вы будете гораздо чаще проигрывать, чем выигрывать.","Lacking qualities such as sensitivity, flexibility, and reliability, you will lose much more often than you win."
"Сосредоточенность позволяет нам время от времени приводить слегка «расшатывающуюся» повседневную жизнь в состояние гармонии и обогащать свой характер такими чертами, как терпеливость, упорство, прямодушие.","Focus allows us to occasionally bring a slightly ""wobbly"" everyday life into harmony and enrich our character with qualities such as patience, perseverance, and straightforwardness."
"Одним из основных препятствий на этом пути самосовершенствования может стать уже не раз упоминавшийся синдром дефицита внимания и гиперактивности.Кратко об истории термина «СДВГ»
   В 1980 году Американской психиатрической ассоциацией был введен термин «синдром дефицита внимания».","One of the main obstacles on this path of self-improvement may be the often-discussed attention-deficit/hyperactivity disorder. A brief history of the term ""ADHD"": In 1980, the American Psychiatric Association introduced the term ""attention deficit disorder."""
"В 1987 году формулировка была дополнена и стала звучать так: «синдром дефицита внимания и гиперактивности», или СДВГ.","In 1987, the formulation was amended and became: “Attention Deficit Hyperactivity Disorder,” or ADHD."
"Официально симптомами СДВГ, в первую очередь, считаются невнимательность, гиперактивность и импульсивность.","Officially, the symptoms of ADHD are primarily considered to be inattention, hyperactivity, and impulsivity."
"СДВГ поражает не только детей, но и взрослых.",ADHD affects not only children but also adults.
"Причем почти половина представителей старших поколений, у которых врачи диагностируют этот синдром, испытывали его симптомы с ранних лет.","Moreover, almost half of the older generation representatives diagnosed with this syndrome by doctors have been experiencing its symptoms since early years."
"С возрастом характер протекания СДВГ меняется, но далеко не в лучшую сторону.","With age, the nature of ADHD changes, but not for the better."
"К примеру, гиперактивность может трансформироваться в неуправляемую суетливость, импульсивность – в безрассудность, невнимательность – в катастрофическую растерянность или тревожность.","For instance, hyperactivity can transform into uncontrolled fidgeting, impulsivity into recklessness, inattention into catastrophic confusion or anxiety."
"В результате человек, страдающий СДВГ, во взрослой жизни имеет целый набор проблем в таких сферах, как общение с людьми и карьера.","As a result, an individual with ADHD experiences a range of problems in adulthood in areas such as interpersonal communication and career."
В наши дни все больше исследователей и врачей принимаются тщательным образом изучать причины и закономерности развития СДВГ у маленьких детей и подростков.,"Nowadays, more and more researchers and doctors are increasingly studying the causes and patterns of ADHD development in young children and adolescents in a thorough manner."
"В ходе начатой работы уже удалось установить немало новых фактов о функционировании мозга, которые со временем позволят улучшить здоровье больным всех возрастных категорий.","In the course of the initiated work, many new facts about brain function have already been established, which will eventually help improve the health of patients of all age groups."
"С помощью высокотехнологичного оборудования исследователи выяснили, что работа мозга детей с СДВГ с физиологической точки зрения очень сильно отличается от работы мозга детей, не болеющих этим синдромом.","With the help of high-tech equipment, researchers have discovered that the brain function of children with ADHD is significantly different from the brain function of children who do not have this syndrome from a physiological standpoint."
"Специалисты Брукхейвенской национальной лаборатории провели исследование и заключили, что если дети, страдающие СДВГ, принимают стимулирующие медицинские препараты, то состояние их здоровья становится только хуже.","Specialists from Brookhaven National Laboratory conducted a study and concluded that if children with ADHD take stimulant medications, their health condition only worsens."
"Прием этих медикаментов приводит к тому, что выработка дофамина в их мозге замедляется на 24 %.",The intake of these medications leads to a 24% slowdown in dopamine production in their brain.
"Именно поэтому у маленьких пациентов возникает привыкание к ненатуральным препаратам, а врачи вынуждены прописывать им все большие и большие дозы.","That is why young patients develop dependence on synthetic drugs, and doctors are forced to prescribe them increasingly larger doses."
"За изучение СДВГ взялись активно, однако удивительных противоречий и вопросов по-прежнему значительно больше, чем медицинских фактов и ответов.","Studies of ADHD are being actively pursued, however, there are still significantly more surprising contradictions and questions than medical facts and answers."
"Сам термин «СДВГ» сбивает с толку многих взрослых людей, столкнувшихся с необходимостью выяснять точную причину и распознавать стадию заболевания у своего ребенка на основе его нарушений и недугов.","The term ""ADHD"" confuses many adults who are faced with the need to determine the exact cause and recognize the stage of the disorder in their child based on their impairments and ailments."
Название «синдром дефицита внимания и гиперактивности» представляется чем-то слишком неоднозначным и растяжимым.,"The name ""attention deficit hyperactivity disorder"" seems to be somewhat too ambiguous and expansive."
Это порождает массу заблуждений и необоснованных страхов.,This gives rise to a lot of misconceptions and unfounded fears.
"На вопрос: каковы наиболее часто встречающиеся симптомы СДВГ – разные люди отвечают по-разному, причем точных совпадений среди ответов мало.","To the question: what are the most common symptoms of ADHD, different people respond differently, and there are few exact matches among the answers."
А о многих симптомах общественность и вовсе не знает.,And the public is not aware of many symptoms at all.
"Что касается детей, то у некоторых из них СДВГ выражается в рассеянности и неспособности к элементарной самодисциплине, в то время как у других – в импульсивности и/или низкой стрессоустойчивости.","As for children, some of them exhibit ADHD in the form of distractibility and inability to maintain basic self-discipline, while in others it manifests as impulsivity and/or low stress tolerance."
"В большинстве случаев СДВГ проявляется, главным образом, не как стремительно ухудшающаяся способность фокусировать внимание, а как невозможность сконцентрироваться только в определенных ситуациях.","In most cases, ADHD manifests not as a rapidly deteriorating ability to focus attention, but as an inability to concentrate only in certain situations."
"К примеру, дети, страдающие СДВГ, несобранны, невнимательны во время школьных занятий, поэтому им трудно усваивать то, о чем говорит учитель.","For example, children with ADHD are disorganized and inattentive during school lessons, which makes it difficult for them to absorb what the teacher is saying."
Хочется помечтать или даже подремать.,I want to daydream or even take a nap.
"То есть школьники в этом случае «сосредоточены» на расслаблении, на наиболее простых и интересных для них мыслях, а не на получении знаний, требующем неприятных умственных усилий.","That is, in this case, schoolchildren are ""focused"" on relaxation, on the simplest and most interesting thoughts for them, rather than on acquiring knowledge, which requires unpleasant mental effort."
"Однако в классе сидят и другие – не фантазеры, не сони, а, наоборот, крайне активные, импульсивные мальчики и девочки, часто испытывающие излишнее беспокойство.","However, there are others in the class – not dreamers, not sleepyheads, but on the contrary, extremely active, impulsive boys and girls, often experiencing excessive anxiety."
"Этагруппа детей тоже неспособна сконцентрироваться на учебе, но уже по иной причине, нежели школьники-мечтатели.","This group of children is also unable to concentrate on their studies, but for a different reason than the daydreaming schoolchildren."
"Суетливым, неугомонным ученикам попросту неинтересно то, что рассказывает учитель.","Restless, fidgety students are simply not interested in what the teacher is saying."
"Им тяжело спокойно сидеть в классе, хотя они проявляют удивительное спокойствие и сосредоточенность, когда смотрят телевизор или играют в компьютерные игры.","They have difficulty sitting calmly in class, although they exhibit remarkable calmness and focus when watching TV or playing computer games."
"С противоречивыми представлениями людей об СДВГ часто приходится иметь дело Марте Бридж Дэнкла, ученому, клиницисту, сотрудничающей с Институтом Кеннеди Кригера и Университетом Джонса Хопкинса.","Martha Bridge Denckla, a scientist and clinician affiliated with the Kennedy Krieger Institute and Johns Hopkins University, often has to deal with people's conflicting perceptions of ADHD."
"Она уже привыкла «…объяснять взрослым, которые приводят к ней своих детей школьного возраста, что СДВГ – это не дефицит в привычном понимании, как, например, дефицит бюджета или дефицит йода в организме.","She is already used to explaining to adults who bring their school-aged children to her that ADHD is not a deficit in the usual sense, like a budget deficit or a deficiency of iodine in the body."
СДВГ не предполагает недостатка внимательности.,ADHD does not imply a lack of attentiveness.
Этонеспособность управлять своим вниманием».,This is the inability to manage one's attention.
"По убеждению Марты, «вопрос стоит так: получается ли у ребенка контролировать свое внимание и направлять его именно на те действия, выполнения и обдумывания которых требуют обстоятельства, будь то дом, школа, поездка и так далее?","According to Martha's belief, ""the question is: can the child control their attention and direct it specifically to those actions, executions, and considerations that the circumstances require, whether it be at home, school, during a trip, and so on?"""
"Чтобы сосредоточиться на материале, который объясняет и спрашивает учитель во время урока, ребенок должен совершить определенное волевое усилие, позволяющее отвлечься от привычных приятных мыслей и переключиться на получение знаний.","To focus on the material that the teacher explains and asks about during the lesson, a child must make a certain volitional effort allowing them to divert from habitual pleasant thoughts and switch to acquiring knowledge."
"Последнее, разумеется, кажется менее интересным, чем размышления, скажем, о какой-нибудь компьютерной игре, и не предполагает быстрого получения удовольствия, в отличие от той же игры».","The latter, of course, seems less interesting than reflections on, say, some computer game, and does not offer the quick gratification that the game does."
"Многие люди, больные СДВГ, на самом деле не имеют такой проблемы, как слабая концентрация внимания.",Many people with ADHD do not actually have a problem with weak concentration.
"Они могут просто и быстро фокусировать внимание, а затем очень долго удерживать его на том, что им нравится.",They can easily and quickly focus their attention and then hold it for a long time on what they like.
"Например, на видеоиграх или собирании чего-либо из конструктора «Лего», а также на вредных привычках, стимулирующих организм: употребление фаст-фуда, наркотиков, сознательное подвергание себя опасности, просмотр порнофильмов и так далее.","For example, on video games or building something from Lego sets, as well as on harmful habits that stimulate the body: consuming fast food, drugs, consciously putting oneself in danger, watching pornographic films, and so on."
"Таким людям трудно отвлечь себя от занятий, с помощью которых они легко и почти сразу ощущают всплеск адреналина и страстную увлеченность процессом.",Such people find it difficult to distract themselves from activities that easily and almost immediately provide a rush of adrenaline and passionate engagement with the process.
